track_id,artists,album_name,track_name,valence
2Y5AkPcCKN01ck6xDtOnoJ,Sky Ferreira,"Night Time, My Time",24 Hours,0.241
4RkKf3UBRxF2kn2Vh0ww8l,Thomas Dolby,The Golden Age of Wireless,She Blinded Me With Science,0.975
4tWe3Fr8HrQPq2iFOpEGZs,a-ha,The Singles: 1984-2004,The Living Daylights,0.829
02gKvoYVXSINVj1HP95yZ6,Belouis Some,"Round, Round","Round, Round",0.826
0YqhqbLNpfQetrwuLaVTiK,Paul Young,Other Voices (Expanded Edition),Oh Girl,0.421
2LXjhNee4iPRVemx9NSZQ3,Ultravox,Vienna [Deluxe Edition]: 40th Anniversary,Vienna,0.384
4i4QN9Zs5s7OZRRLIYHMmP,Orchestral Manoeuvres In The Dark,Architecture And Morality,Souvenir - Remastered 2003,0.845
2nQ73o5kkRlzXxPKJCuWUP,Electroforez,505 (Deluxe),Фейерверк,0.361
52Z0D14I2ReQI6KEH9aH38,CHVRCHES,Every Open Eye,Never Ending Circles,0.44
798fUF6UnRn27xiVuKyJCi,The Bangles,Different Light,Manic Monday,0.869
05oFyvdztPdpwSwpoclD4c,Orchestral Manoeuvres In The Dark,If You Leave,"If You Leave - From ""Pretty In Pink""",0.892
2M1IpvinmXPitJhXRK4Z2l,The Communards,"The Very Best Of Jimmy Somerville, Bronski Beat & The Communards",Disenchanted,0.562
5PYmXQLbKZvguiC6r0bKWo,Little Jinder,Sommarnatt,Sommarnatt,0.39
0H3cy9U5qZWhrO5bYunEIL,Little Jinder,Så mycket bättre - Tolkningarna,Amazing,0.58
4OQ9XGe11ckizN2EBnNED2,Modern Talking,The First & Second Album (30th Anniversary Edition),Do You Wanna,0.919
6VQTBv414kRis9sXq5FlXC,ICEHOUSE;Christina Amphlett,White Heat: 30 Hits,Love In Motion,0.493
45y8kIMB8qSDlCod5CK9e9,Lloyd Cole and the Commotions,The Collection,Forest Fire - Original Edit Version,0.308
5xBDvjbr3jG7cySqcbYJib,Urszula,Z dnia na dzień,Z dnia na dzień,0.611
72H6a9rO7PrY5CFfe7TIKF,Juveniles,Kitsuné: We Are Young (Bonus Track Version),We Are Young,0.404
5kz9GDBTX846OXwqWoyKzF,The Go-Go's,Beauty And The Beat,We Got The Beat,0.481
7feSbMqJGg9yL0s6ypxy9S,Duran Duran,Decade,Girls on Film,0.656
0yNvCWhV6EyDpYAAczCm1E,Paul Young,The Secret Of Association,Every Time You Go Away - Single Version,0.506
1LI9qxcm3n6iTxPi6fT6HM,New Order,Singles (2016 Remaster),World (The Price of Love) - Radio Edit; 2015 Remaster,0.841
1mscYl0vNlVknI51wOWDG7,Sandra,Ten On One,Everlasting Love,0.473
4AyUaumLrKH1uYHSUxUOsv,Thompson Twins,"Love, Lies And Other Strange Things: Greatest Hits",Love on Your Side,0.697
6dQr87kRxbz2ZLwQSyFemr,Pet Shop Boys,Disco,Paninaro - Italian Remix,0.472
2XqVbKQVU7P8r3XuUkKjH1,Duran Duran,The Singles 1986-1995,Ordinary World,0.302
0JlGCjYcS1DZYcOoUwLsI8,Peter Schilling,Fehler Im System,Die Wüste lebt,0.471
6w9JIox7iUtiMR4QNUyvA2,Book Of Love,MMXVI-The 30th Anniversary Collection (Remastered),Pretty Boys and Pretty Girls - Single Version; 2016 Remaster,0.49
65YtzNpiPhGVzg6GPzkotn,Nik Kershaw,Human Racing,I Won't Let The Sun Go Down On Me,0.747
2hSa42fxaTbDBueocEDZeF,Lloyd Cole and the Commotions,Rattlesnakes,Down On Mission Street,0.346
7IaqWSI6pJdhCqFZnM6d1s,Eurythmics;Annie Lennox;Dave Stewart,Românticas Anos 80,Miracle of Love,0.336
2eS7Tufox8Jx8OpA99R3Vy,Marc Almond,The Stars We Are,The Stars We Are,0.224
7Kvr4zY7aNcHzhXHmLxVN1,Thompson Twins,Into The Gap,You Take Me Up,0.854
0Lcx9CAAQiz6CI9r4zOdtD,China Crisis,Diary: A Collection,King In A Catholic Style (Wake Up),0.964
79t0exFoQU0jlcpBLJrqes,Tuxedo,Tuxedo,Do It,0.753
04sx4DemzEp9Dzopqge2QX,Chromatics,In The City,I'm On Fire,0.319
6yRraj2ghJiIcVbQ6Vb59Q,La Roux,La Roux,In For The Kill,0.905
5XbjOF5ZS68w1PhLiF7Iku,Videoclub,Euphories,SMS,0.22
5Uo7AAr2d1CNZlaKgVUT3i,Icona Pop;Cash Cash,All Night (Remixes),All Night - Cash Cash Remix; Radio Edit,0.302
1vVE2HYDwJKyPqjOnfwisH,CHVRCHES,Screen Violence,He Said She Said,0.281
2zpdPPsPJYGQ9VYRVJXfv9,CHVRCHES,Love Is Dead,Graffiti,0.388
20A3kygqTufoVmkgL6Xawr,The Knife,Deep Cuts,Pass This On,0.697
3Ev1a7OygyuteJpPBctAaT,Sky Ferreira,"Night Time, My Time","Night Time, My Time",0.422
230SHXjjyWkT7Zorx6hsiy,Washed Out,Life of Leisure,New Theory,0.355
2U9xilwDVbl5upU99insIn,FM-84;Ollie Wride,Never Stop,Never Stop,0.523
3vVYHLjVOXa0EQl4G34pLm,CHVRCHES,Warning Call (Theme from Mirror's Edge Catalyst),Warning Call (Theme from Mirror's Edge Catalyst),0.104
20yPPvSSfIomexVwLdgXSo,Chromatics,Night Drive,Running Up That Hill,0.618
0S0rlh59DhpPheILyXYX76,Tove Lo;Charli XCX;Icona Pop;Elliphant;ALMA,"bitches (feat. Charli XCX, Icona Pop, Elliphant, ALMA)","bitches (feat. Charli XCX, Icona Pop, Elliphant, ALMA)",0.649
2EaZJ3QueEizd22LdKnQxG,Corey Hart,"Stranger Things: Soundtrack from the Netflix Original Series, Season 3",Never Surrender,0.35
2HFHMKuExajvpnKMERs3Wo,Modern Talking,Back For Good,Brother Louie '98 - New Version,0.961
0aersVHlGGXcHeRvHtuaSt,St. Lucia,Matter,Dancing On Glass,0.399
7MGEno7KAP4QgcBMGZzusR,Tove Styrke,HARD,Another Broken Heart,0.623
0XxJX5RIwUkX37UIdGZu9C,Fangoria,Cuatricromía,Dramas y comedias,0.768
0v0ObuYk6XIghHURqaaZU0,Little Dragon,Best Of,Sunshine,0.803
2XV5CUyw7gPVi18d718D4f,Mort Garson,Mother Earth's Plantasia,Plantasia,0.139
4BD77E4Zxw5zIm7uL842zd,Modern Talking,Year Of The Dragon,No Face No Name No Number,0.809
6JqRzMVuX8sO5huQpG1vbi,Icona Pop,THIS IS... ICONA POP,Girlfriend,0.604
03Y9Gez0KGG8zYY3KWIqdk,Johnny Hates Jazz,The Very Best Of Johnny Hates Jazz,Shattered Dreams,0.779
15kc3DJyYixeEEq5kRRrOm,Tears For Fears,Elemental,Break It Down Again,0.486
55bMDM39fTaNGB08XaAZAT,Belinda Carlisle,Half the World,Circle in the Sand,0.756
0BJPGg90E6p2Ve0D8EcZGF,Icona Pop,THIS IS... ICONA POP,We Got the World,0.376
5uRsBdLhn91AYcsTCOGNOC,Corey Hart,First Offense,Sunglasses At Night,0.717
2JEvkGpibMvl7nAymPedyW,Priest,Obey EP,Obey,0.0678
0B6RL2V2J0mfkPPVUtFnWj,Kite,Teenage Bliss / Bowie ´95,Bowie ´95,0.17
2bGm7xy64NrrXyVkLyssFU,Kite,IV,Step Forward,0.467
57xQRVkK1BB4JePQOqL6Xh,La Roux,Trouble In Paradise,The Feeling,0.319
4j2non7vSAI1dZwsBIdGLz,Living In A Box,Living in a Box,Living in a Box,0.927
5aD8h5Da70hkLVyA5HC5xZ,A Flock Of Seagulls,Pure... Movies,I Ran (So Far Away),0.718
0qVPxfrBmNw0uA8pcgttOM,Spandau Ballet,Gold - The Best of Spandau Ballet,Musclebound,0.92
5ELf6U8nYiLl7EhcdJMEfZ,Modern Talking,The First & Second Album (30th Anniversary Edition),"You're My Heart, You're My Soul - So80's Edit",0.872
1vNpBNt5sqdvHVSuZ2PBiz,Papa Dance,Nasz Disneyland (The Best),Kamikaze wróć!,0.975
2V41wbqhBf6YpleKq4IQnG,Orchestral Manoeuvres In The Dark,The OMD Singles,Tesla Girls,0.928
287sY3xneZHgr0qKMhGOYR,DEVO,Freedom of Choice (2009 Remaster; Deluxe Edition),Freedom of Choice - 2009 Remaster,0.96
07ki88jbhYlqPe62OIlT32,Fangoria,El paso trascendental del vodevil a la astracanada. Antologia de canciones de ayer y de hoy (Super Deluxe edition),Quiero ser santa,0.658
0GzrKR7pkm1NJZFgYxrAx7,Book Of Love,MMXVI-The 30th Anniversary Collection (Remastered),Tubular Bells - 2016 Remaster,0.602
4ofJ85Y38hBMklLC8r9gaH,Orchestral Manoeuvres In The Dark,Souvenir,(Forever) Live And Die - Remastered 2019,0.73
6ttlac5oaSYXgOxDcqihYo,Kite,Kite at the Royal Opera,Wishful Summer Night - Live at the Royal Opera,0.162
6pmOkaQ3n2OhtYfsHKRLIG,Kite,Kite at the Royal Opera,I Can´t Stand - Live at the Royal Opera,0.0927
6rTFe0OqjD0aDjuPM8hnba,Rick Astley,Românticas Anos 80,"Hold Me in Your Arms - 7"" Version",0.697
2UkdH2WwhNlHu4MpMUzFIF,Missing Persons,The Best Of Missing Persons,Walking In L.A.,0.935
1bO9AXIlBcoNnHLjDoBBNT,Squeeze,Greatest Hits,Up The Junction,0.91
7vF96I0HMD5K9Kegajopxm,Indochine,Le Birthday album,Kao-Bang,0.777
1xUfI2aa1wmDEG5nVEOZBh,Simple Minds,Celebrate (Greatest Hits / Expanded Edition),"Let There Be Love - 7"" Mix / Remastered 2013",0.567
38Rb6IvrT8IuxTptjjA5rP,Squeeze,Singles - 45's And Under,If I Didn't Love You,0.626
4Zehi1XQ5vKkIxMoqZ1L38,Neon Indian,"The Music of Grand Theft Auto V, Vol. 1: Original Music",Change Of Coast,0.619
6LoQkCFWTaYHyz2ii3MlYv,FM-84;Clive Farrington,Atlas,Goodbye,0.698
3sWOKLWbe02RdNIQVb9sbv,LGHTNNG,Keep It Together,Keep It Together,0.332
01ugCDMaqFgnjKtXl0O2CE,Mylène Farmer,Tubes chansons française,Désenchantée,0.342
5UuHb6AnltVWblocTrQzUp,CHVRCHES;Robert Smith,How Not To Drown (feat. Robert Smith) [Robert Smith Remix],How Not To Drown (feat. Robert Smith) - Robert Smith Remix,0.276
0MBupnLliwp226j5RSaPt0,Sky Ferreira,Don't Forget,Don’t Forget,0.408
71eDkFOgkFf979VV0FvzZG,Belinda Carlisle,Circle in the Sand,Circle in the Sand - 7” Mix,0.763
06Mu4dzNZDxsMkFK5iAmpe,Ollie Wride,Thanks in Advance,Never Live Without You,0.315
6z4n862KhNJNWDYSn4aLL5,L'Impératrice,Tako Tsubo,Anomalie bleue,0.229
4Nnx7d1MHiNi367p0BJsUv,Tove Lo,Sunshine Kitty (Paw Prints Edition),Bikini Porn,0.67
6fykOTaQUHbvT4rKOCtxJF,Chairlift,Moth to the Flame,Moth to the Flame,0.568
5gPvJIm1lXEKiefB0pFmxs,CHVRCHES,Every Open Eye,Leave A Trace,0.216
431HgPSwQBZOtcEnAFMDyM,Laura Branigan,Touch,Power of Love,0.212
3jTavhTXfWlnu8zsn9NCAY,Modern Talking,Ready For Romance,Angie's Heart,0.854
0Xam0zVac3hKWWN4OQ5Gdr,Tears For Fears,The Hurting,Pale Shelter - 2nd Single Version,0.559
3MFOPGFrG7MflBcPbNdiQ8,Kombi,Ale co z tego,Ale co z tego,0.707
1enkfZYlyWv0ootQXc1aLi,Mansfield.TYA,Corpo Inferno,Les Contemplations,0.0359
72LQ4CDQRA9kdOca1Ogvjp,Melody Club,Face the Music,Boys in the Girls' Room,0.613
4yDCTzaFfr7YOuYKpwgidL,Alphaville,Forever Young (Super Deluxe Edition; 2019 Remaster),Sounds Like a Melody - 2019 Remaster,0.445
5ALQSecfsZLsWip5CZK9aN,Spandau Ballet,Through the Barricades (Remastered),Through the Barricades - Remastered,0.166
3Ogd6ciLVPLTZ2U2n87WNw,Étienne Daho,Des Heures Hindoues,Des heures hindoues - Single Remix,0.131
61HGzMjSgcnQSBHc3Fehcn,Berlin,80s New Wave Hits,Metro (Re-Recorded),0.914
35wlGIuGoIWuuCuZXcBKXi,Erasure,World Be Live,A Little Respect - Live,0.257
0olxWoDQRuTC2Ej69KIFp1,Alaska Y Dinarama,Deseo Carnal,Isis,0.513
0xPJ7pJgqtGGEuQ4t9SU84,Dead Or Alive,Rip It Up,You Spin Me Round (Like a Record) - Rip It Up Version,0.939
5neWqXYNmxHScg72MUgeT7,Synapson,Stendhal Syndrome,Diez for Pay,0.831
3xfOF1wyjUZocifZ5WLeFx,Tubeway Army,Replicas,Are 'Friends' Electric?,0.435
3HM2xwo3yvCu4rrUxOAgSr,Orchestral Manoeuvres In The Dark,Souvenir,Messages - Remastered 2019,0.883
1GVnAD8Iz45rux6EC657Yv,The Go-Go's,Beauty And The Beat,Our Lips Are Sealed - Single Version,0.947
1ptfEQq0GF3I9hknzdRL6r,Duran Duran,Arena,"New Religion - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster",0.252
0qwU4qCtm3aUqcAUISMhMz,Urszula,Biała Droga,Ja Płaczę,0.507
7BpOyYEyL6wOTYG28ZV5he,Sparks,Music That You Can Dance To,Music That You Can Dance To,0.719
0VfoZk6ipvpNj49I4iwtmi,DEVO,Oh No! It's Devo,Out of Sync,0.749
5xDVxnKQpLDJZXEHzJMBvg,Eurythmics;Annie Lennox;Dave Stewart,Ultimate Collection,Here Comes the Rain Again - Remastered Version,0.602
52IQbXyR5REXQ5xytlmko4,Climie Fisher,Everything,Rise to the Occasion,0.689
0H5cSJD7SG0OHSv8UL6J3z,Propaganda,A Secret Wish (Analogue Sequence),The Chase,0.805
6NhX3wObuCQBfBMqjtYaOe,Level 42,"12"" Singles And Mixes",It's Over - Extended Remix,0.336
7qOTekcfMJ4wTQGXoJH0ah,New Order;Ctrl Alt Esc,Commencement,Bizarre Love Triangle,0.331
3jGmBKJY0i3GO4ZZ4JRMF6,Synapson;Martin Jalabert,Convergence,Golden Days (feat. Martin Jalabert),0.199
3s3rT6hNaSvQdW07yHqBcK,Étienne Daho,L'homme qui marche - Best of Etienne Daho,Bleu comme toi - Single Edit; Remasterisé en 2015,0.748
6wtcN2hsEtRmINhghVkaEn,Eurythmics;Annie Lennox;Dave Stewart,Boxed,There Must Be an Angel (Playing with My Heart),0.648
0mHT1OoC481dAWaaMqlrx5,Indochine,Unita (Best Of),Tes yeux noirs,0.806
2tnFEAdkIW4L8LW58XfAI6,Orchestral Manoeuvres In The Dark,The OMD Singles,(Forever) Live And Die,0.829
3zLEa9wqI0OLMIZ6RxhOym,Real Life,New Years New Wave Party 2011 - 1984 Revisited,Send Me An Angel,0.616
3v9ELl9T121dhadZyIiQVn,Eurythmics;Annie Lennox;Dave Stewart,Revenge,Thorn in My Side - Remastered,0.775
315oShanenvc924dXOi7od,Duran Duran,Seven and the Ragged Tiger (Deluxe Edition),Secret Oktober - 2010 Remaster,0.671
4wN3FpTUeX142D60F23AEZ,Simple Minds,Once Upon A Time (Super Deluxe),Sanctify Yourself - Edit,0.595
0aLADdbDBN76P01Q35h0zX,Indochine,Le Birthday album,Canary Bay,0.965
1Jd4w8zjgqjppvFmwoCL0g,Eurythmics;Annie Lennox;Dave Stewart,Ultimate Collection,You Have Placed A Chill In My Heart - Remastered Version,0.742
7oRBn72zHKBklqOFiiITzP,Duran Duran,Seven and the Ragged Tiger (Deluxe Edition),Make Me Smile (Come Up and See Me) - Live; 2010 Remaster,0.201
28zSA1yhGkpqT6SX5GROKn,Videoclub,Roi,Roi,0.253
0w31zvTA5aSunSMeimCtYp,Mylène Farmer,California (Remixes),California,0.549
4C6EPWGYM3K3IIv4xzPL2X,Tove Lo,Studio It’s Hits,I'm Coming,0.296
4eTUG3TF3lQuar1lLkN0cG,Tove Lo,BLUE LIPS (lady wood phase II),bad days,0.382
2V1Y9Xw5fXt7v94xObfHFW,CHVRCHES,Love Is Dead,Get Out,0.228
7pduiUjOatl9Adgne5usEb,Tatiana Bulanova,Стерпится-слюбится,Мой ненаглядный,0.798
3FOxqvoBR5bvGGCBKYNO8q,Tears For Fears,Everybody Wants To Rule The World (Sped Up Version),Everybody Wants To Rule The World,0.489
2YKI5E7oHg1VOmrMiTzfl1,Tove Lo,BLUE LIPS (lady wood phase II),LIGHT BEAMS,0.593
1CGQTaQVVfA0CNae8IwPyC,Tove Lo;ALMA,Sunshine Kitty,Bad as the Boys (feat. ALMA),0.489
1xlBBF8plcM6vHQfOM9Fs7,L'Impératrice,Matahari (French Version),Erreur 404,0.467
4A0W9Z5bO3L46oZUa220Kd,Little Jinder,Allting suger,Puzzel,0.432
1kChx0uGraDIIyOVtBVawU,Tears For Fears,The Hurting,Watch Me Bleed,0.624
5BKnhKLu8MUOLSL40nfC3X,ABC,The Cure and the Forest of Relapse,Last Dance,0.437
3or3oEITvJmMwZRYeWSaen,Ultravox,The Collection,Dancing with Tears in My Eyes,0.926
1YJ4vpxPL6Wgo8gmRnvqSp,Eurythmics;Annie Lennox;Dave Stewart,Greatest Hits,There Must Be an Angel (Playing With My Heart),0.611
2H5hsIskRNVnO5IIbOfcko,Kaitlyn Aurelia Smith;Emile Mosseri,I Could Be Your Dog / I Could Be Your Moon,Moon In Your Eye,0.0385
648Myn15scOB98wpZ9jd3c,OBK,Antropop,El cielo no entiende,0.488
1BZMMt9H0TheQGWQy44KmO,The Motels,All Four One (Remastered 1999),Only The Lonely - Remastered 1999,0.708
2ZSep9yW6E1cwDNXhRb1Qf,Modern Talking,In The Garden Of Venus,In 100 Years,0.766
3BjD16l0CBQxUvcRI7vLWN,Tears For Fears,The Seeds Of Love,Advice For The Young At Heart,0.358
15ob9SMGLWrexuPuyuMjKl,Laura Branigan,The Best of Branigan,Gloria,0.875
2IIDtdJkLHGW1p53GR7xZs,Kite,V,If You Want Me,0.0805
2inpHhF3RXWu7iisUfYEKe,Modern Talking;Eric Singleton,Back For Good,"You're My Heart, You're My Soul (feat. Eric Singleton) - Modern Talking Mix '98",0.964
1pwx37YPdId6FbA7pEpfRM,Kite,Demons & Shame,Demons & Shame,0.249
2epRW3O5YLwiqcxOdaI4Mm,Peter Schilling,Fehler Im System,Major Tom,0.862
7uSuEUt7ZV4Sgk4bCK6hsp,Kite,II,Hills,0.335
3A6Ty55vQ1NC06EiB1fi9z,The Stranglers,No More Heroes,No More Heroes - 1996 Remaster,0.837
1Vhs2UCIU2nI1u7MqQcJF8,Fangoria,Una Temporada en el Infierno,Me Odio Cuando Miento,0.398
6cEFk1QQArsic0aI8hGJG5,Jeanne Added,Be Sensational,Suddenly,0.174
1hPAXegxX6cSebcQ1NePmt,Visage,The Anvil,Anvil Night Club School,0.703
0M8g4Bt0R12Y3U9MM9oXaT,Oingo Boingo,Boingo,Mary,0.226
6sJqVibf5DIXcSEdUzUOa5,Duran Duran,Arena,"Union of the Snake - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster",0.812
5LijavVwy8OdMC3NmnRm6y,The Stranglers,No More Heroes,5 Minutes - 1996 Remaster,0.523
3jEj0AW7fdDP2F3k4EcaLq,Level 42,The Early Tapes / Level 42,Love Games - Edit Album Version,0.826
7DIn6SjWo3e5BPLIsqPKjG,Sparks,In Outer Space,I Wish I Looked a Little Better,0.443
5r2z0FHOoFI06GZEVGDjzM,Squeeze,East Side Story,Tempted,0.392
3CjQAbOyux9kiLgO98N6Ff,Simple Minds,Once Upon A Time,Sanctify Yourself - Remastered 2002,0.724
7iGZiZ1hDuOD9GrDKnaA22,The Communards;Shep Pettibone,"The Very Best Of Jimmy Somerville, Bronski Beat & The Communards (Collector's Edition)",Never Can Say Goodbye - Shep Pettibone Extended Remix,0.883
6SsEaNkApgjnuFBgGNJTKa,Howard Jones,Essential '80s - The New British Invasion,No One Is To Blame,0.669
0l1TYKi4obpzywy5rQp1s3,Étienne Daho,"La notte, la notte (2014 Remaster)",Week-end à Rome - 2014 Remastered,0.96
7DuzAa91wnv545Bl1tfKfO,Duran Duran,Arena,"Planet Earth - Live at Oakland Coliseum, Oakland, CA, 14/04/1984; 2004 Remaster",0.248
0OCy3E9gKlGgyPd1eowVCg,Simple Minds,Sparkle In The Rain (Super Deluxe),Waterfront - 2002 Remastered,0.473
0YUZNLz04DGNiV9BQGhybh,Synapson;Sirius Trema,Convergence,Control (feat. Sirius Trema),0.377
6qBSGvyUzqNQv8XtnzCr9n,Wang Chung,Mosaic,Everybody Have Fun Tonight,0.747
53Ei3aztvzMHlD2mOYXwnu,Papa Dance,Nasz Disneyland (The Best),Nietykalni,0.792
59Q34gwsVo5KtpmnDtMbNv,Lloyd Cole and the Commotions,Rattlesnakes (Remastered),Speedboat - Remastered,0.691
1AMbMn3yvTExSbSyq5h6aR,Oingo Boingo,Classic 80s Movie Songs,"Weird Science - From ""Weird Science"" Soundtrack",0.841
3MGS49GxOfz0TQTBgXGgn1,ABC,New Wave Hits Of The 80s,"The Look Of Love, Pt.1",0.96
5TXGWKVGh24vSQnWW9y5Vt,Squeeze,Greatest Hits,Cool For Cats,0.967
2NYZhu1CMIeXcHsRSiVtgj,Étienne Daho,Live 2001,Le Premier jour du reste de ta vie - Live 2001,0.41
1VNZWu2xi8RprnAuj8cEMv,Washed Out,High Times,Belong,0.807
2plGbelvZpyZ0yGt1DHZ0E,Mirèle,Пишу и стираю,Кто же ты,0.474
148NjAWZ8BHnXazIAwgvOa,Erasure,Chorus (2020 Expanded Edition),Love to Hate You (2019 - Remaster),0.837
7zmbtfKgZMTQ1GlqBno5T5,NINA,Beyond Memory,Beyond Memory,0.337
4iAo1Ak91kABGKRgacw3z6,Tuxedo,Tuxedo,Two Wrongs,0.625
1Rvl9e8bRf4EVEyZNg1YHW,Videoclub,En nuit,En nuit,0.31
2Zs5fGznx3418TuSd8G9tp,Belinda Carlisle,Leave a Light On,Leave a Light On,0.478
5YLuXKsZ02FNK9MyaKi9Uw,CHVRCHES;Matt Berninger,Love Is Dead,My Enemy,0.0769
0xzn2U71zNWLeJbE4Zat4C,A Flock Of Seagulls,A Flock Of Seagulls,Space Age Love Song,0.621
1ItJjahltmjQNjit9sdksw,Mylène Farmer;Sting,Interstellaires,Stolen Car (feat. Sting),0.624
7If0Y9si7R6TQWRUa96m1S,W O L F C L U B,Infinity,Can't Stop Falling in Love,0.438
0FDYLzgHnQ0LUUm1n6kUft,Tove Lo;220 KID,No One Dies From Love (220 KID Remix),No One Dies From Love (220 KID Remix),0.777
41CUuaX52fZjRzzCK0rkkh,Mr. Mister,The Best of Mr. Mister,Broken Wings - Single Version,0.37
5O9PFuKZDQKdtm2FIZgznR,Little Jinder;First Aid Kit,Hejdå,Goldwing (feat. First Aid Kit),0.187
1rtyfUUQeRDoiObPys8DMq,The Knife,Deep Cuts,Heartbeats,0.458
1GbyYL0B0Mjn3kSbrEwKKI,Frankie Goes To Hollywood,Welcome To The Pleasuredome,The Power Of Love,0.102
5CXqWN8KDJxhYwp8iPmyZm,Tears For Fears,Everybody Loves a Happy Ending,Last Days on Earth,0.576
7L8z4moYTHAHLXkmPTWHZJ,New Order,The Best of New Order,Run 2,0.664
7Eb5AYiiGWItBNddlmxvnh,Alaska Y Dinarama,No Es Pecado -Remasters,A quién le importa,0.809
7J40nnJbQyreKOc3BTiuYD,The Pirouettes,Equilibre,Tu parles trop,0.459
6gHfI4Tjmxl1KG6OzxIkpe,Kite,IV,I Just Wanna Feel,0.299
4I2GdvR8eB9LbFFodWr0fQ,Tears For Fears,The Seeds Of Love (Super Deluxe),Year Of The Knife,0.228
7uOzAJFCHdBAs301jGgpoq,Soft Cell,Say Hello To Soft Cell,"Say Hello, Wave Goodbye - 7"" Single Version",0.744
6Y5jYLQDocLm5e4RzyPgDb,The Ocean Blue,Cerulean,Marigold,0.971
0WLkA0mFv7qaLvezawHXsd,Haircut 100,Pelican West Plus,Love Plus One,0.958
2d9459rCOb4K0xypqo3qK8,Bat For Lashes,Lost Girls,Feel For You,0.886
5lLdtaNGsE7fVe3YdJvmF3,Simple Minds,Life In A Day,Life In A Day - Remastered 2002,0.728
5bLciH0lkrSaMQNNfyguVw,Alison Moyet,Singles,That Ole Devil Called Love,0.311
3zJUF2PWvKR0qSqkm2Ps28,Visage,"The Wild Life (The Best Of, 1978 To 2015)",Fade To Grey,0.786
4dWLb9d3MmITKsfkESPP1u,The Stranglers,No More Heroes,Bitching - 1996 Remaster,0.538
72Xubf1wJ4CPZZZUqoiHsx,Kombi,Nie ma zysku (The Best),Pamiętaj mnie,0.923
5KvhGGM8E6BaxU1r8aysEW,Anna Jurksztowicz,Ranczo,I Tylko Sny,0.774
0k5uPIy8GLdwF16eiIwzmI,Blancmange,Private View,Who Am I,0.38
7BdQjxVRh3jxuU4GF5cDB6,Étienne Daho,Corps et armes (2011 Remaster),Le brasier - 2011 Remastered,0.261
4hcL09iBOXTMU1DFNU6YqQ,Grace Jones,The Collection,La vie en rose,0.687
0BNO3ttEwv926hwI7fPVY5,Thompson Twins,The Best of Thompson Twins Greatest Mixes,You Take Me Up,0.721
7sz5KvtMyrndatGDr14dCk,Jacek Skubikowski,Wyłącz 220V,Było Nas Dwoje - Acoustic,0.485
6di81DEyALXXHzbcMuUsFd,The Stranglers,Black and White,Sweden (All Quiet on the Eastern Front),0.667
6M1iUxkS8QXpRXEms9LH1y,The Go-Go's,Return To The Valley Of The Go-Go's,Surfing And Spying,0.895
2dECbcRzzSFwcRtonjc0gt,Eurythmics;Annie Lennox;Dave Stewart;Aretha Franklin,Ultimate Collection,Sisters Are Doin' It for Themselves - Remastered Version,0.959
6vsrGcUOVmqxK7vnDxIpYK,The Alarm,Standards,Rescue Me,0.754
5P1a7Qjt7Zmv3Y6L1MtOVG,Alison Moyet,Alison Moyet The Best Of: 25 Years Revisited,That Ole Devil Called Love - Remastered,0.32
2DQHaWnTLr0rA5RHzTeazR,Eurythmics;Annie Lennox;Dave Stewart,Revenge,Let's Go! - Remastered Version,0.907
73MO0XtI39eIVabV4zlhXV,Oingo Boingo,Boi-Ngo,Outrageous,0.72
6qprRDt6zULzmz2IuflagZ,Squeeze,Greatest Hits,Tempted,0.345
4qzYEP4LPpSC1PS8Lk67jl,Indochine,Unita (Best Of),Kao bang,0.742
2m03BtMMefvQspKp35yLwk,Squeeze,Greatest Hits,Take Me I'm Yours,0.858
5vTDDyJS5ZQ1PtEsntxQBg,Indochine,Unita (Best Of),Canary Bay,0.969
0OfQVzxnO17sGMzPOaOJrK,Squeeze,Greatest Hits,Labelled With Love,0.742
3zOeueIyWEHCPhDz6C8LE7,Missing Persons,New Wave Hits Of The 80s,Destination Unknown,0.305
67BBiapzLQa1txu158RS3S,Tove Lo;Oliver Nelson,Truth Serum,Habits (Stay High) - Oliver Nelson Remix,0.478
48TpPjbAmjiIDiS2bmucm8,Mirèle,Нечего сказать,Нечего сказать,0.351
3mfu1aiVjGwjkAzDHcKsQW,Tove Lo,Queen Of The Clouds,Got Love,0.427
1bqn02WZfXZNgoh63cBgkB,Tove Lo;Joe Janiak,Lady Wood,Vibes,0.307
2rQbDCtrX3H3cGwqH3JmPv,W O L F C L U B;Summer Haze;Kalax,Just Drive,Just Drive,0.0644
4zA4VYiM01ClfpT5a47CAh,Flavien Berger,Contre-Temps,Pamplemousse,0.34
5KodOrv9iFso1iYp82eVhF,Icona Pop;Sofi Tukker,Spa,Spa,0.87
6s4xmXtMT7WVbmCTjC48MP,Electric Youth,Innerworld (Deluxe Edition),The Best Thing,0.227
6cC0RaAia6XHnt9Z5yXUvG,Zackey Force Funk,Chrome Steel Tiger,Rnd1,0.782
3O6l5P4tTtHl3jN1vtrNlo,Tove Lo;Kylie Minogue,Sunshine Kitty,Really don’t like u (feat. Kylie Minogue),0.265
4LxNjTEnb4uh1gUg1Y5Ycp,Naked Eyes,Naked Eyes,"Promises, Promises - US Single Version",0.753
